plot_id,site_id,elevation_plot,map_plot,mat_plot,npp_plot,ndvi_plot,evi_plot,fire_frequency,years_since_last_fire,last_fire_year
addo_jack_out_3,addo_jack_out,187,624.099975585938,18.25,8023.8075,6661.1815367,3201.3401876,0,,0
addo_jack_out_2,addo_jack_out,187,624.099975585938,18.25,8021.6715116,6645.3622056,3189.4554124,0,,0
addo_jack_out_1,addo_jack_out,190.446151733398,624.100036621094,18.25,8035.884058,6668.4618714,3190.0049739,0,,0
pnr_in_11,pnr_in,175,617,22.1499996185303,7123.737037,4791.4084367,2585.9474809,0,,0
pnr_in_12,pnr_in,175,617,22.1500015258789,7112.5063406,4767.6237588,2581.3713415,0,,0
pnr_in_13,pnr_in,184,617,22.1499996185303,7131.9492754,4767.3369945,2590.9145496,0,,0
pnr_in_14,pnr_in,184,617,22.1500015258789,7153.5177305,4767.6872712,2589.7645627,0,,0
pnr_in_15,pnr_in,185.419677734375,617,22.1499996185303,7129.5416667,4770.0046328,2590.8180242,0,,0
pnr_in_16,pnr_in,191,627.600036621094,22.1499996185303,7111.5833333,4785.5502849,2590.4596558,0,,0
pnr_in_17,pnr_in,191.844970703125,627.600036621094,22.1500015258789,7111.5833333,4785.5502849,2590.4596558,0,,0
pnr_in_18,pnr_in,192,627.599975585938,22.1499996185303,7111.5833333,4785.5502849,2590.4596558,0,,0
pnr_out_7,pnr_out,168,604.399963378906,22.1500015258789,7294.6895833,4938.3914355,2619.4827592,0,,0
pnr_out_8,pnr_out,168,604.399963378906,22.1500015258789,7436.2063008,4952.9090986,2626.8083557,0,,0
pnr_out_9,pnr_out,169.558151245117,617,22.1499996185303,7436.2063008,4952.9090986,2626.8083557,0,,0
pnr_out_10,pnr_out,172,617,22.1499996185303,7377.2885417,4863.9331915,2603.8671583,0,,0
pnr_out_11,pnr_out,175,617,22.1499996185303,7353.6565041,4835.5505434,2595.9165513,0,,0
pnr_out_12,pnr_out,175,617.000061035156,22.1499996185303,7352.6916667,4810.6896755,2588.9503957,0,,0
addo_n3_full_in_0,addo_nyathi_full_in,203.000015258789,526.799987792969,18.4500007629395,8062.7064815,6851.1989239,3299.0730464,0,,0
