site_id,species,life_form,spines,leaf_type,growth_form_1,growth_form_2,growth_form_3,growth_form_4,growth_form_5,growth_form_mode,biomass_density_1,biomass_density_2,biomass_density_3,biomass_density_4,biomass_density_5,biomass_density_mode,leaf_length_1,leaf_length_2,leaf_length_3,leaf_length_4,leaf_length_5,leaf_length_mean,leaf_width_1,leaf_width_2,leaf_width_3,leaf_width_4,leaf_width_5,leaf_width_mean,plant_height_1,plant_height_2,plant_height_3,plant_height_4,plant_height_5,plant_height_mean
pnr_out,Justicia flava,f,n,si,sf,sf,sf,sf,sf,sf,m,l,l,m,m,m,6.7,6,7,5.5,6,6.24,2.1,1.5,3,1.4,2,2,52,31,44,50,39,43.2
pnr_in,Justicia protracta,f,n,si,sf,mf,mf,,,mf,l,l,l,,,l,3.1,1.2,2.9,,,2.4,1.8,0.8,1.8,,,1.466666667,35,7,8,,,16.66666667
pnr_out,Justicia protracta,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,4.4,3.5,5,4.5,6,4.68,2,1.9,3.2,2.3,4,2.68,16,36,32,31,38,30.6
knp_nkuhlu_full_out,Kyphocarpa angustifolia,f,n,si,sf,sf,sf,,,sf,l,l,l,,,l,4,2.3,5.5,,,3.933333333,0.2,0.4,0.2,,,0.2666666667,44,35,30,,,36.33333333
knp_satara_in,Lannea schweinfurthii,t,n,si,sst,sst,sss,sss,,sss,m,h,l,h,,h,12,17,11.8,19,,14.95,5,9,9.5,8.5,,8,190,350,42,91,,168.25
pnr_in,Lantana camara,s,n,si,mss,mss,mss,sss,mss,mss,eh,eh,eh,eh,eh,eh,7,7,8.4,7.5,7,7.38,5.2,4.4,5,3.8,3.4,4.36,150,145,171,250,270,197.2
pnr_out,Lantana camara,s,<2,si,mss,mss,mss,mss,mss,mss,eh,eh,eh,eh,eh,eh,5,6.5,6.6,5.7,6,5.96,3,4,4,3.1,4.7,3.76,2.5,96,110,151,124,96.7
pnr_in,Lantana rugosa,s,n,si,sss,mss,mss,,,mss,l,l,l,,,l,4.5,5,4.2,,,4.566666667,2.5,3,1.8,,,2.433333333,44,99,123,,,88.66666667
knp_satara_out,Lantana rugosa,f,n,si,sf,sf,sf,sf,sf,sf,l,l,m,m,l,l,3.6,4.8,3.9,4.3,3.5,4.02,1.6,2,2.3,1.6,1.9,1.88,35,67,29,47,63,48.2
knp_satara_in,Lantana rugosa,f,n,si,rf,rf,sf,sf,sf,sf,m,h,m,m,m,m,4.2,4.5,2.5,6,6,4.64,1.1,1.4,1.7,3,2.9,2.02,50,34,30,48,50,42.4
addo_jack_in,Lauridia tetragona,s,n,si,sss,sss,,,,sss,l,l,,,,l,4.8,5,,,,4.9,2.3,2.5,,,,2.4,28,34,,,,31
addo_nyathi_full_out,Lauridia tetragona,s,n,si,sss,sss,sss,,,sss,m,l,l,,,l,4,3.5,4,,,3.833333333,1.5,2,2,,,1.833333333,100,70,60,,,76.66666667
addo_jack_in,Ledebouria revoluta,f,n,si,cuf,cuf,cuf,cuf,cuf,cuf,h,h,h,h,h,h,2.5,3.5,3,2,3,2.8,1.7,2,1.5,1,1.6,1.56,1,1,0.5,0.3,1,0.76
addo_jack_out,Ledebouria revoluta,f,n,si,cuf,cuf,cuf,cuf,cuf,cuf,h,h,h,h,h,h,6.8,4.5,4.4,6.9,6,5.72,1.9,2.2,2.1,2.8,3.5,2.5,5,3,3.7,5.5,2.2,3.88
addo_nyathi_full_in,Ledebouria revoluta,f,n,si,surf,surf,surf,surf,surf,surf,h,h,eh,h,h,h,6.1,5.5,8.5,3.5,5,5.72,3,2.5,4,1.8,3,2.86,4,4.5,10,4,3.5,5.2
knp_nkuhlu_full_out,Leucas glabrata,f,n,si,sf,sf,sf,sf,,sf,l,l,l,l,,l,2.3,2.2,6.5,2,,3.25,1,0.9,0.4,1,,0.825,40,44,48,39,,42.75
knp_nkuhlu_full_in,Litogyne gariepina,f,n,si,sf,sf,,,,sf,m,m,,,,m,2.5,2.7,,,,2.6,1.7,0.5,,,,1.1,43,37,,,,40
knp_satara_in,Maerua parvifolia,s,n,si,sss,sss,mss,sss,sss,sss,l,l,l,l,l,l,0.7,0.7,1,1,0.7,0.82,0.5,0.4,0.5,0.4,0.4,0.44,22,44,64,40,64,46.8
knp_nkuhlu_full_in,Melhania acuminata,f,n,si,sf,sf,sf,sf,sf,sf,m,m,m,l,l,m,8.7,6.5,7.5,7.5,7.5,7.54,5.5,4,2.8,3,4,3.86,61,66,59,37,62,57
knp_nkuhlu_full_in,Melhania prostrata,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,2.8,9.1,6.6,8.1,9,7.12,2.5,1.8,1.9,1.7,1.5,1.88,50,63,40,70,55,55.6
knp_nkuhlu_full_out,Melhania prostrata,f,n,si,sf,sf,sf,,,sf,l,m,m,,,m,6,9,10.7,,,,1.1,2.2,3.4,,,,23,41,34,,,32.66666667
addo_jack_in,Mystroxylon aethiopicum,t,n,si,mst,sst,mss,sss,,,m,l,m,l,,m,1.9,2,3,3,,2.475,1.5,1.4,2.5,2.1,,1.875,210,95,84,91,,120
knp_nkuhlu_full_out,Ocimum filamentosum,f,n,si,sf,,,,,sf,l,,,,,l,3,,,,,3,1.2,,,,,1.2,90,,,,,90
knp_satara_out,Ocimum filamentosum,f,n,si,sf,sf,,,,sf,m,m,,,,m,3,3.7,,,,3.35,1.2,1.4,,,,1.3,45,30,,,,37.5
pnr_out,Ocimum obovatum,f,n,si,sf,sf,sf,sf,,sf,l,l,l,l,,l,4.3,3,3,3.2,,3.375,1.8,1.5,1.1,1,,1.35,23,27,20,32,,25.5
knp_satara_in,Ormocarpum trichocarpum,s,n,si,sss,sss,sss,,,sss,m,m,l,,,m,2.2,2.6,2.5,,,2.433333333,1.5,1.4,1.3,,,1.4,60,33,43,,,45.33333333
knp_roan_in,Ozoroa paniculosa,t,n,si,sst,mss,mss,mss,,mss,h,eh,h,h,,h,12.2,8.3,7,10.6,,9.525,4.2,2.9,3,2.9,,3.25,374,174,250,178,,244
knp_nkuhlu_full_in,Ozoroa sphaerocarpa,t,n,si,sst,mss,,,,sst,l,l,,,,l,9,8.2,,,,8.6,1.2,2,,,,1.6,190,100,,,,145
pnr_in,Pappea capensis,s,n,si,mss,sss,sss,sss,sss,sss,m,l,l,l,l,l,11.2,9.2,10.1,11.3,7.8,9.92,3.6,2.5,2.3,3.5,2.2,2.82,162,80,78,152,270,148.4
addo_jack_out,Pappea capensis,s,n,si,sss,sss,sss,sss,,sss,m,m,m,m,,m,4.6,4.3,5,5.5,,4.85,2,2.4,2.3,2,,2.175,28,33,100,46,,51.75
addo_nyathi_full_in,Pappea capensis,t,n,si,sss,sss,,,,sss,m,h,,,,,3.7,4.6,,,,4.15,1.6,1.3,,,,1.45,68,245,,,,156.5
knp_nkuhlu_full_out,Paramollugo nudicaulis,f,n,si,cuf,cuf,cuf,cuf,,cuf,m,m,l,m,,m,2.2,2.4,1.2,1,,1.7,1,1,0.9,0.3,,0.8,2,2,1,1,,1.5
knp_roan_out,Parapolydora fastigiata,f,n,si,sf,sf,sf,sf,,sf,l,l,m,l,,l,2.8,5.6,4,5.5,,4.475,0.3,0.6,2,0.5,,0.85,60,60,80,65,,66.25
knp_satara_out,Parapolydora fastigiata,f,n,si,sf,sf,sf,sf,sf,sf,l,l,m,l,l,l,8.2,5.9,6.1,5.2,11,7.28,0.8,0.6,0.9,0.5,0.9,0.74,66,44,50,60,54,54.8
knp_roan_in,Parapolydora fastigiata,f,n,si,sf,rf,rf,sf,sf,sf,m,l,l,m,m,m,7,6,7,4.2,10.8,7,1.1,0.5,0.7,0.6,1,0.78,40,60,50,60,70,56
knp_nkuhlu_full_out,Perotis patens,g,n,si,sg,sg,sg,,,sg,l,l,l,,,l,3,2.5,2.5,,,2.666666667,0.8,0.6,0.7,,,0.7,18,16,11,,,15
knp_nkuhlu_full_out,Philenoptera violacea,s,n,si,mss,mss,,,,mss,m,m,,,,m,9,10.5,,,,9.75,4.5,5.2,,,,4.85,70,58,,,,64
knp_roan_in,Phyllanthus asperulatus,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,m,m,l,1.3,2.1,1.6,2,1.8,1.76,0.5,0.9,0.8,1.1,0.7,0.8,52,50,43,58,60,52.6
knp_roan_out,Phyllanthus asperulatus,f,n,si,rf,sf,sf,sf,sf,sf,m,l,l,l,l,l,2,1.7,1.2,2,1.1,1.6,0.7,0.7,0.5,0.7,0.6,0.64,70,23,40,45,37,43
knp_nkuhlu_full_out,Phyllanthus maderaspatensis,f,n,si,sf,rf,,,,rf,l,l,,,,l,1.3,1.7,,,,1.5,0.2,0.2,,,,0.2,30,10,,,,20
knp_nkuhlu_full_in,Phyllanthus maderaspatensis,f,n,si,sf,rf,sf,sf,sf,sf,l,l,m,l,l,l,2.8,2.5,2,2,2.3,2.32,0.3,0.3,0.3,0.5,0.3,0.34,39,24,47,20,22,30.4
knp_nkuhlu_full_out,Phyllanthus maderaspatensis,f,n,si,sf,sf,,,,sf,l,l,,,,l,1.1,2.1,1.3,,,1.5,0.3,1.3,0.1,,,0.5666666667,30,45,43,,,39.33333333
knp_roan_in,Phyllanthus maderaspatensis,f,n,si,sf,sf,,,,sf,l,l,,,,l,2,2,,,,2,0.5,1,,,,0.75,30,25,,,,27.5
knp_roan_out,Pigea serrata,f,n,si,sf,sf,sf,sf,sf,sf,m,m,l,m,m,m,4.5,5,2.5,4.4,5.4,4.36,1,1,0.6,0.8,0.9,0.86,40,45,20,44,29,35.6
addo_jack_in,Plectranthus madagascariensis,f,n,si,rf,mf,mf,mf,mf,mf,h,l,h,h,h,h,4,2.9,4.6,3.5,2.1,3.42,4,2.7,4.5,3,2.1,3.26,18.3,13.4,37.5,50.3,45.5,33
addo_nyathi_full_out,Plumbago auriculata,f,n,si,rf,rf,rf,rf,rf,rf,h,h,h,h,h,h,6,5.5,6,6,4.5,5.6,2.3,2.3,2.5,2.5,2.6,2.44,63,90,45,67,80,69
addo_jack_out,Plumbago auriculata,f,n,si,sf,sf,sf,sf,sf,sf,m,h,h,h,h,h,4.5,5.5,5,8.5,4.5,5.6,1.8,1.7,1.6,2.6,1.6,1.86,29,38,34,34,37,34.4
knp_nkuhlu_full_out,Polygala sphenoptera,f,n,si,rf,rf,,,,rf,l,l,,,,l,3,1.7,,,,2.35,1.1,0.8,,,,0.95,20,17,,,,18.5
addo_jack_out,Portulacaria afra,s,n,si,mss,mss,sss,mss,mss,mss,h,eh,eh,eh,h,eh,1.5,2.5,2,2.3,2.1,2.08,0.8,1.5,1.3,2,1.5,1.42,250,260,226,268,310,262.8
addo_nyathi_full_in,Portulacaria afra,s,n,si,susss,susss,sumss,sumss,sumss,sumss,eh,eh,eh,eh,eh,eh,2,2,2.5,2,2,2.1,1.5,1.5,1,1.5,1.5,1.4,160,175,440,250,136,232.2
addo_nyathi_full_out,Portulacaria afra,s,n,si,sumss,sumss,sumss,sumss,sumss,sumss,eh,eh,eh,eh,eh,eh,0.9,0.9,1.5,1.6,1.6,1.3,1.1,1,1,1.2,0.9,1.04,150,378,362,300,117,261.4
addo_jack_in,Portulacaria afra,s,n,si,sumss,sumss,sumst,sumss,sumss,sumss,h,m,h,h,eh,h,2.5,2,2.4,2,3,2.38,1.4,1.3,1.4,1.3,2.5,1.58,260,163,450,268,338,295.8
knp_nkuhlu_full_out,Pristimera longipetiolata,s,n,si,sss,,,,,sss,l,,,,,l,9,,,,,9,2,,,,,2,90,,,,,90
knp_nkuhlu_full_out,Pupalia lappacea,f,n,si,sf,sf,sf,,,sf,l,l,l,,,l,3.8,5,5.4,,,4.733333333,2,2.5,2.5,,,2.333333333,34,40,46,,,40
pnr_in,Pupalia lappacea,f,n,si,sf,sf,sf,sf,sf,sf,l,l,l,l,l,l,5.5,7.4,10.6,8.2,7,7.74,2.6,3,5,3.1,3.8,3.5,17,22,30,46,27,28.4
addo_nyathi_full_in,Putterlickia pyracantha,s,>2,si,mss,mss,mss,sss,mss,mss,h,m,h,h,h,h,3.5,2.5,2.6,3,2.4,2.8,1.5,0.8,0.9,1.8,1.3,1.26,162,163,110,25,95,111
addo_jack_out,Putterlickia pyracantha,s,>2,si,mss,sss,sss,mss,,mss,l,l,l,m,,l,3.5,2.5,2.5,2.3,,2.7,2,1.8,0.9,0.6,,1.325,80,24,39,72,,53.75
addo_nyathi_full_out,Putterlickia pyracantha,s,>2,si,mss,mss,sss,mss,sss,mss,m,m,l,m,h,m,1.7,1.5,2,2.5,2.5,2.04,0.7,1.1,1.1,1.5,0.8,1.04,93,160,64,150,42,101.8
pnr_out,Putterlickia verrucosa,s,>2,si,sss,,,,,sss,m,,,,,m,2.5,,,,,2.5,2,,,,,2,210,,,,,210
knp_nkuhlu_full_in,Ruellia patula,f,n,si,rf,sf,rf,sf,rf,rf,m,m,m,l,m,m,3,3.5,3.4,3.2,2.9,3.2,2.1,2,1.6,1.5,1.4,1.72,22,41,16,25,17,24.2
knp_nkuhlu_full_out,Ruellia patula,f,n,si,sf,sf,,,,sf,m,m,,,,m,3.4,2.8,,,,3.1,2,1.7,,,,1.85,10,15,,,,12.5
pnr_out,Ruellia patula,f,n,si,sf,,,,,sf,m,,,,,m,3.1,,,,,3.1,2.4,,,,,2.4,31,,,,,31
addo_nyathi_full_in,Scutia myrtina,s,<2,si,mss,mss,mss,mss,mst,mss,m,l,l,l,m,l,3.5,3.2,2.3,3,3.5,3.1,2,2,1.2,2,1.5,1.74,180,270,220,140,250,212
addo_nyathi_full_out,Scutia myrtina,s,<2,si,mss,sss,,,,mss,l,h,,,,m,3,2.4,1,,,2.133333333,1.5,1.7,,,,1.6,102,33,,,,67.5
addo_nyathi_full_out,Selago corymbosa,f,n,si, rf,rf,rf,sf,sf,rf,l,l,l,m,l,l,1.2,1,1.6,1,0.8,1.12,0.1,0.1,0.1,0.1,0.1,0.1,26,14,13,20,22,19
addo_nyathi_full_in,Senecio angulatus,f,n,si,mf,mf,clf,,,mf,l,m,l,,,l,3.3,2.9,3.3,,,3.166666667,2.4,2.6,2.5,,,2.5,20,25,65,,,36.66666667
knp_satara_in,Senegalia nigrescens,s,<2,si,mss,sst,sss,sst,mst,sst,m,h,m,m,m,m,5,3,6,6.8,7,5.56,4,2.5,4,3,4,3.5,110,250,110,800,700,394
addo_jack_out,Sideroxylon inerme,t,n,si,mst,mst,mst,mst,mst,mst,h,m,eh,eh,eh,eh,5.3,6,6.4,6.5,6.5,6.14,2.5,2.7,2.3,2.9,2.4,2.56,232,260,274,266,450,296.4
addo_jack_in,Sideroxylon inerme,t,n,si,mss,mss,mss,mss,mss,mss,m,m,m,m,m,m,5.2,4,4.5,3.5,4.6,4.36,3.4,2.6,2,2,2,2.4,251,215,210,300,366,268.4
knp_roan_in,Soft leaf shrub,s,n,si,mss,mss,mss,sss,mss,mss,eh,h,eh,l,eh,eh,5.3,6.6,5.1,4.7,6.3,5.6,1.9,2.5,1.3,1.6,2.1,1.88,110,121,100,15,130,95.2
knp_roan_out,Soft leaf shrub,s,n,si,mss,mss,mss,mss,mss,mss,m,h,h,h,h,h,4.1,5.7,6.6,5.5,6,5.58,1.4,2,2.5,2,2.2,2.02,77,70,81,65,78,74.2
knp_nkuhlu_full_in,Solanum campylacanthum,f,n,si,sf,sf,,,,sf,m,m,,,,m,7,7.5,,,,7.25,2.5,2,,,,2.25,21,32,,,,26.5
knp_nkuhlu_full_out,Solanum campylacanthum,f,n,si,sf,sf,sf,sf,sf,sf,m,m,m,m,m,m,10,9,8.5,8.7,10.5,9.34,3,1.9,3,3.4,3.1,2.88,31,29,26,20,23,25.8
knp_roan_in,Solanum campylacanthum,f,n,si,sf,sf,sf,rf,rf,sf,m,m,l,h,h,m,10,14.6,8.5,13.5,14,12.12,4.5,4.2,2.5,3.4,3.5,3.62,36,35,46,64,80,52.2
knp_satara_in,Solanum campylacanthum,f,n,si,sf,sf,sf,sf,sf,sf,h,h,m,m,m,m,13.5,14.6,15,12,12,13.42,4,3.4,3.9,4.4,3.8,3.9,51,60,32,120,149,82.4
knp_satara_out,Solanum campylacanthum,f,n,si,sf,,,,,sf,m,,,,,m,6,,,,,6,1.8,,,,,1.8,13,,,,,13
pnr_out,Solanum campylacanthum,f,<2,si,sf,sf,sf,sf,sf,sf,m,m,m,m,m,m,22.3,12,15.5,20.3,15.1,17.04,6.9,4.5,6.4,6.7,4,5.7,55,70,101,70,89,77
pnr_in,Solanum campylacanthum,f,n,si,sf,sf,,,,sf,m,l,,,,,15,13,,,,14,4.5,5.5,,,,5,70,44,,,,57
knp_nkuhlu_full_out,Spirostachys africana,s,n,si,sss,sss,sss,sst,sst,sss,l,l,m,h,h,h,3.5,4.6,4.7,5,5,4.56,1,1.9,1.8,2,2,1.74,150,106,217,500,500,294.6
knp_roan_in,Stachytarpheta indica,f,n,si,sf,sf,,,,sf,l,l,,,,l,9.4,4.5,,,,6.95,2,1,,,,1.5,44,20,,,,32
knp_satara_in,Stachytarpheta indica,f,n,si,sf,sf,sf,sf,,sf,m,m,l,m,,m,9,7.4,7.6,7.2,,7.8,1.2,0.9,0.8,0.3,,0.8,50,27,29,50,,39
knp_nkuhlu_full_out,Strychnos madagascariensis,s,n,si,mss,mss,,,,mss,m,h,,,,m,2.5,2.5,,,,,1.1,1,,,,,26,23,,,,24.5
knp_nkuhlu_full_out,Syncolostemon bracteosus,f,n,si,rf,sf,rf,rf,rf,rf,h,h,h,h,h,h,5,4.3,3.4,3.5,3,3.84,0.8,1.8,0.9,1,0.8,1.06,20,23,24,15,17,19.8
knp_nkuhlu_full_in,Syncolostemon bracteosus,f,n,si,sf,sf,sf,sf,,sf,m,m,m,m,,m,4.8,4.5,7.5,6.2,,5.75,4.1,1.1,1.5,1.1,,1.95,17,26,33,22,,24.5
knp_nkuhlu_full_in,Talinum afrum,f,n,si,sf,,,,,sf,l,,,,,l,3.5,,,,,3.5,1,,,,,1,18,,,,,18
knp_roan_in,Talinum afrum,f,n,si,sf,,,,,sf,l,,,,,l,4.2,,,,,4.2,0.7,,,,,0.7,9.6,,,,,9.6
knp_roan_out,Talinum afrum,f,n,si,sf,sf,,,,sf,l,m,,,,l,1.5,3.6,,,,2.55,0.5,0.8,,,,0.65,20,14,,,,17
knp_satara_out,Talinum afrum,f,n,si,sf,sf,sf,,,sf,l,l,l,,,l,2,2.5,1.7,,,2.066666667,0.4,1,0.6,,,0.6666666667,20,15,8,,,14.33333333
knp_satara_in,Tephrosia purpurea,f,n,si,sf,mf,,,,mf,l,l,,,,l,5,6.4,,,,5.7,5.5,3.3,,,,4.4,42,10,,,,26
knp_nkuhlu_full_in,Thunbergia natalensis,f,n,si,rf,,,,,rf,m,,,,,m,4,,,,,4,4,,,,,4,21,,,,,21
knp_nkuhlu_full_out,Tragia dioica,f,n,si,clf,clf,clf,clf,,clf,l,l,l,l,,l,4.4,3.5,5.3,4.4,,4.4,1.1,1.1,2.5,1.8,,1.625,40,48,37,41,,41.5
knp_nkuhlu_full_in,Tragia dioica,f,n,si,clf,clf,,,,clf,l,l,,,,l,7,3.5,,,,5.25,3.5,1.8,,,,2.65,30,20,,,,25
knp_satara_in,Tragia dioica,f,n,si,clf,rf,rf,rf,rf,rf,m,m,l,m,m,m,3,3,4.3,5,4,3.86,2.1,1,1.6,2,1.6,1.66,40,36,36,51,44,41.4
pnr_out,Trimeria grandifolia,s,n,si,sf,,,,,sf,l,,,,,l,5.5,,,,,5.5,2.7,,,,,2.7,90,,,,,90
addo_jack_in,Viscum rotundifolia,f,n,si,p,p,p,p,p,p,l,l,l,m,m,l,1.1,0.9,1.1,0.7,1.2,1,1.3,0.6,1.1,0.9,0.6,0.9,21,11,17,27,27,20.6
pnr_in,Volkameria glabra,s,n,si,sss,sss,,,,sss,h,h,,,,h,5.3,6.4,,,,5.85,2.9,3,,,,2.95,150,145,,,,147.5
knp_nkuhlu_full_in,Waltheria indica,f,n,si,sf,sf,sf,sf,sf,sf,m,m,l,l,m,m,7,3,5,6.2,8.5,5.94,3.5,1.5,3.5,3.5,5,3.4,50,40,50,53,61,50.8
knp_nkuhlu_full_out,Waltheria indica,f,n,si,sf,sf,sf,sf,sf,sf,m,m,m,m,m,m,4.3,3.5,4.5,4.4,3.9,4.12,2.6,2,2,2.3,2.5,2.28,50,56,55,57,60,55.6
